lambda       C_ext/H       K_abs
(micron)     (cm^2/H)     (cm^2/g)
---------    ---------    --line-------
9.120E+01    1.271E-24    6.783E+01
9.173E+01    1.258E-24    6.719E+01
9.226E+01    1.246E-24    6.655E+01
9.279E+01    1.233E-24    6.591E+01
9.333E+01    1.221E-24    6.528E+01
9.386E+01    1.209E-24    6.466E+01
9.441E+01    1.196E-24    6.405E+01
9.495E+01    1.185E-24    6.344E+01
9.550E+01    1.173E-24    6.284E+01
9.605E+01    1.161E-24    6.225E+01
9.661E+01    1.150E-24    6.166E+01
9.716E+01    1.138E-24    6.108E+01
9.772E+01    1.127E-24    6.051E+01
9.829E+01    1.116E-24    5.994E+01
9.886E+01    1.105E-24    5.938E+01
9.943E+01    1.094E-24    5.882E+01
1.000E+02    1.083E-24    5.827E+01
1.006E+02    1.073E-24    5.772E+01
1.012E+02    1.062E-24    5.718E+01
1.017E+02    1.052E-24    5.663E+01
1.023E+02    1.041E-24    5.610E+01
1.029E+02    1.031E-24    5.556E+01
1.035E+02    1.020E-24    5.503E+01
1.041E+02    1.010E-24    5.450E+01
1.047E+02    1.000E-24    5.397E+01
1.053E+02    9.899E-25    5.344E+01
1.059E+02    9.797E-25    5.292E+01
1.065E+02    9.696E-25    5.239E+01
1.072E+02    9.596E-25    5.186E+01
1.078E+02    9.495E-25    5.134E+01
1.084E+02    9.394E-25    5.081E+01
1.090E+02    9.294E-25    5.029E+01
1.096E+02    9.193E-25    4.976E+01
1.103E+02    9.093E-25    4.923E+01
1.109E+02    8.992E-25    4.870E+01
1.116E+02    8.891E-25    4.817E+01
1.122E+02    8.790E-25    4.764E+01
1.128E+02    8.689E-25    4.710E+01
1.135E+02    8.586E-25    4.656E+01
1.142E+02    8.483E-25    4.602E+01
1.148E+02    8.380E-25    4.547E+01
1.155E+02    8.276E-25    4.492E+01
1.161E+02    8.171E-25    4.436E+01
1.168E+02    8.066E-25    4.380E+01
1.175E+02    7.959E-25    4.323E+01
1.182E+02    7.852E-25    4.266E+01
1.189E+02    7.744E-25    4.208E+01
1.195E+02    7.636E-25    4.150E+01
1.202E+02    7.526E-25    4.092E+01
1.209E+02    7.415E-25    4.032E+01
1.216E+02    7.302E-25    3.972E+01
1.223E+02    7.188E-25    3.910E+01
1.230E+02    7.073E-25    3.848E+01
1.237E+02    6.955E-25    3.785E+01
1.245E+02    6.835E-25    3.720E+01
1.252E+02    6.712E-25    3.654E+01
1.259E+02    6.587E-25    3.586E+01
1.266E+02    6.461E-25    3.518E+01
1.274E+02    6.333E-25    3.449E+01
1.281E+02    6.203E-25    3.379E+01
1.288E+02    6.073E-25    3.308E+01
1.296E+02    5.941E-25    3.237E+01
1.303E+02    5.810E-25    3.165E+01
1.311E+02    5.679E-25    3.095E+01
1.318E+02    5.551E-25    3.025E+01
1.326E+02    5.425E-25    2.957E+01
1.334E+02    5.302E-25    2.890E+01
1.341E+02    5.183E-25    2.825E+01
1.349E+02    5.066E-25    2.761E+01
1.357E+02    4.949E-25    2.698E+01
1.365E+02    4.832E-25    2.634E+01
1.372E+02    4.712E-25    2.569E+01
1.380E+02    4.591E-25    2.502E+01
1.388E+02    4.469E-25    2.435E+01
1.396E+02    4.349E-25    2.370E+01
1.404E+02    4.233E-25    2.306E+01
1.413E+02    4.122E-25    2.246E+01
1.421E+02    4.018E-25    2.189E+01
1.429E+02    3.921E-25    2.136E+01
1.437E+02    3.830E-25    2.087E+01
1.445E+02    3.746E-25    2.041E+01
1.454E+02    3.667E-25    1.998E+01
1.462E+02    3.593E-25    1.958E+01
1.471E+02    3.524E-25    1.920E+01
1.479E+02    3.459E-25    1.885E+01
1.488E+02    3.397E-25    1.852E+01
1.496E+02    3.338E-25    1.820E+01
1.505E+02    3.282E-25    1.790E+01
1.514E+02    3.229E-25    1.761E+01
1.522E+02    3.178E-25    1.733E+01
1.531E+02    3.128E-25    1.706E+01
1.540E+02    3.080E-25    1.681E+01
1.549E+02    3.034E-25    1.656E+01
1.558E+02    2.990E-25    1.632E+01
1.567E+02    2.946E-25    1.608E+01
1.576E+02    2.904E-25    1.586E+01
1.585E+02    2.863E-25    1.564E+01
1.594E+02    2.824E-25    1.542E+01
1.603E+02    2.785E-25    1.521E+01
1.613E+02    2.747E-25    1.501E+01
1.622E+02    2.710E-25    1.481E+01
1.631E+02    2.673E-25    1.461E+01
1.641E+02    2.638E-25    1.442E+01
1.650E+02    2.603E-25    1.423E+01
1.660E+02    2.569E-25    1.405E+01
1.669E+02    2.536E-25    1.387E+01
1.679E+02    2.503E-25    1.369E+01
1.688E+02    2.471E-25    1.352E+01
1.698E+02    2.439E-25    1.335E+01
1.708E+02    2.408E-25    1.318E+01
1.718E+02    2.378E-25    1.302E+01
1.728E+02    2.348E-25    1.285E+01
1.738E+02    2.318E-25    1.269E+01
1.748E+02    2.289E-25    1.254E+01
1.758E+02    2.261E-25    1.238E+01
1.768E+02    2.233E-25    1.223E+01
1.778E+02    2.205E-25    1.208E+01
1.789E+02    2.178E-25    1.194E+01
1.799E+02    2.151E-25    1.179E+01
1.809E+02    2.125E-25    1.165E+01
1.820E+02    2.099E-25    1.151E+01
1.830E+02    2.073E-25    1.137E+01
1.841E+02    2.048E-25    1.123E+01
1.851E+02    2.023E-25    1.110E+01
1.862E+02    1.999E-25    1.096E+01
1.873E+02    1.974E-25    1.083E+01
1.884E+02    1.951E-25    1.070E+01
1.895E+02    1.927E-25    1.058E+01
1.905E+02    1.904E-25    1.045E+01
1.916E+02    1.881E-25    1.033E+01
1.928E+02    1.858E-25    1.021E+01
1.939E+02    1.836E-25    1.008E+01
1.950E+02    1.814E-25    9.965E+00
1.961E+02    1.793E-25    9.848E+00
1.972E+02    1.771E-25    9.732E+00
1.984E+02    1.750E-25    9.617E+00
1.995E+02    1.729E-25    9.505E+00
2.007E+02    1.709E-25    9.393E+00
2.018E+02    1.689E-25    9.283E+00
2.030E+02    1.669E-25    9.174E+00
2.042E+02    1.649E-25    9.066E+00
2.054E+02    1.629E-25    8.960E+00
2.065E+02    1.610E-25    8.856E+00
2.077E+02    1.591E-25    8.752E+00
2.089E+02    1.572E-25    8.650E+00
2.101E+02    1.554E-25    8.549E+00
2.113E+02    1.536E-25    8.450E+00
2.126E+02    1.517E-25    8.351E+00
2.138E+02    1.500E-25    8.254E+00
2.150E+02    1.482E-25    8.158E+00
2.163E+02    1.465E-25    8.064E+00
2.175E+02    1.448E-25    7.970E+00
2.188E+02    1.431E-25    7.878E+00
2.200E+02    1.414E-25    7.786E+00
2.213E+02    1.397E-25    7.696E+00
2.226E+02    1.381E-25    7.607E+00
2.239E+02    1.365E-25    7.519E+00
2.252E+02    1.349E-25    7.432E+00
2.265E+02    1.333E-25    7.347E+00
2.278E+02    1.318E-25    7.263E+00
2.291E+02    1.303E-25    7.179E+00
2.304E+02    1.288E-25    7.097E+00
2.317E+02    1.273E-25    7.016E+00
2.331E+02    1.258E-25    6.935E+00
2.344E+02    1.243E-25    6.856E+00
2.358E+02    1.229E-25    6.778E+00
2.371E+02    1.215E-25    6.700E+00
2.385E+02    1.201E-25    6.624E+00
2.399E+02    1.187E-25    6.548E+00
2.413E+02    1.173E-25    6.472E+00
2.427E+02    1.159E-25    6.396E+00
2.441E+02    1.146E-25    6.321E+00
2.455E+02    1.132E-25    6.246E+00
2.469E+02    1.118E-25    6.172E+00
2.483E+02    1.105E-25    6.099E+00
2.497E+02    1.092E-25    6.026E+00
2.512E+02    1.078E-25    5.950E+00
2.526E+02    1.064E-25    5.876E+00
2.541E+02    1.051E-25    5.802E+00
2.556E+02    1.038E-25    5.729E+00
2.570E+02    1.025E-25    5.657E+00
2.585E+02    1.012E-25    5.587E+00
2.600E+02    9.990E-26    5.517E+00
2.615E+02    9.864E-26    5.447E+00
2.630E+02    9.739E-26    5.379E+00
2.645E+02    9.617E-26    5.312E+00
2.661E+02    9.496E-26    5.245E+00
2.676E+02    9.377E-26    5.180E+00
2.692E+02    9.259E-26    5.115E+00
2.707E+02    9.144E-26    5.052E+00
2.723E+02    9.030E-26    4.989E+00
2.738E+02    8.918E-26    4.928E+00
2.754E+02    8.807E-26    4.867E+00
2.770E+02    8.698E-26    4.807E+00
2.786E+02    8.591E-26    4.748E+00
2.802E+02    8.485E-26    4.690E+00
2.818E+02    8.381E-26    4.632E+00
2.835E+02    8.278E-26    4.576E+00
2.851E+02    8.176E-26    4.520E+00
2.867E+02    8.076E-26    4.465E+00
2.884E+02    7.978E-26    4.411E+00
2.901E+02    7.881E-26    4.358E+00
2.917E+02    7.785E-26    4.305E+00
2.934E+02    7.691E-26    4.253E+00
2.951E+02    7.598E-26    4.202E+00
2.968E+02    7.506E-26    4.151E+00
2.985E+02    7.416E-26    4.102E+00
3.003E+02    7.326E-26    4.052E+00
3.020E+02    7.239E-26    4.004E+00
3.037E+02    7.152E-26    3.956E+00
3.055E+02    7.067E-26    3.909E+00
3.073E+02    6.982E-26    3.863E+00
3.090E+02    6.899E-26    3.817E+00
3.108E+02    6.817E-26    3.772E+00
3.126E+02    6.737E-26    3.728E+00
3.144E+02    6.657E-26    3.684E+00
3.162E+02    6.578E-26    3.641E+00
3.181E+02    6.501E-26    3.598E+00
3.199E+02    6.424E-26    3.556E+00
3.217E+02    6.349E-26    3.514E+00
3.236E+02    6.274E-26    3.473E+00
3.255E+02    6.201E-26    3.433E+00
3.273E+02    6.129E-26    3.393E+00
3.292E+02    6.057E-26    3.353E+00
3.311E+02    5.987E-26    3.315E+00
3.330E+02    5.917E-26    3.276E+00
3.350E+02    5.849E-26    3.238E+00
3.369E+02    5.781E-26    3.201E+00
3.388E+02    5.714E-26    3.164E+00
3.408E+02    5.648E-26    3.128E+00
3.428E+02    5.583E-26    3.092E+00
3.447E+02    5.519E-26    3.057E+00
3.467E+02    5.456E-26    3.022E+00
3.487E+02    5.394E-26    2.988E+00
3.508E+02    5.332E-26    2.954E+00
3.528E+02    5.271E-26    2.920E+00
3.548E+02    5.212E-26    2.887E+00
3.569E+02    5.152E-26    2.854E+00
3.589E+02    5.094E-26    2.822E+00
3.610E+02    5.036E-26    2.790E+00
3.631E+02    4.980E-26    2.759E+00
3.652E+02    4.924E-26    2.728E+00
3.673E+02    4.868E-26    2.698E+00
3.694E+02    4.814E-26    2.667E+00
3.715E+02    4.760E-26    2.638E+00
3.737E+02    4.707E-26    2.608E+00
3.758E+02    4.654E-26    2.579E+00
3.780E+02    4.602E-26    2.551E+00
3.802E+02    4.551E-26    2.522E+00
3.824E+02    4.501E-26    2.495E+00
3.846E+02    4.451E-26    2.467E+00
3.868E+02    4.402E-26    2.440E+00
3.890E+02    4.353E-26    2.413E+00
3.913E+02    4.306E-26    2.387E+00
3.936E+02    4.258E-26    2.361E+00
3.958E+02    4.212E-26    2.335E+00
3.981E+02    4.166E-26    2.310E+00
4.004E+02    4.120E-26    2.285E+00
4.027E+02    4.076E-26    2.260E+00
4.050E+02    4.032E-26    2.235E+00
4.074E+02    3.988E-26    2.211E+00
4.097E+02    3.945E-26    2.188E+00
4.121E+02    3.902E-26    2.164E+00
4.145E+02    3.861E-26    2.141E+00
4.169E+02    3.819E-26    2.118E+00
4.193E+02    3.778E-26    2.095E+00
4.217E+02    3.738E-26    2.073E+00
4.241E+02    3.698E-26    2.051E+00
4.266E+02    3.659E-26    2.029E+00
4.290E+02    3.620E-26    2.008E+00
4.315E+02    3.582E-26    1.987E+00
4.340E+02    3.544E-26    1.966E+00
4.365E+02    3.507E-26    1.945E+00
4.390E+02    3.470E-26    1.925E+00
4.416E+02    3.434E-26    1.905E+00
4.441E+02    3.398E-26    1.885E+00
4.467E+02    3.362E-26    1.865E+00
4.493E+02    3.327E-26    1.846E+00
4.519E+02    3.293E-26    1.827E+00
4.545E+02    3.259E-26    1.808E+00
4.571E+02    3.225E-26    1.789E+00
4.597E+02    3.192E-26    1.771E+00
4.624E+02    3.159E-26    1.753E+00
4.651E+02    3.126E-26    1.735E+00
4.677E+02    3.094E-26    1.717E+00
4.704E+02    3.063E-26    1.700E+00
4.732E+02    3.031E-26    1.682E+00
4.759E+02    3.001E-26    1.665E+00
4.786E+02    2.970E-26    1.648E+00
4.814E+02    2.940E-26    1.632E+00
4.842E+02    2.910E-26    1.615E+00
4.870E+02    2.881E-26    1.599E+00
4.898E+02    2.852E-26    1.583E+00
4.926E+02    2.823E-26    1.567E+00
4.955E+02    2.795E-26    1.551E+00
4.983E+02    2.767E-26    1.536E+00
5.012E+02    2.740E-26    1.521E+00
5.041E+02    2.712E-26    1.506E+00
5.070E+02    2.686E-26    1.491E+00
5.099E+02    2.659E-26    1.476E+00
5.129E+02    2.633E-26    1.461E+00
5.158E+02    2.607E-26    1.447E+00
5.188E+02    2.581E-26    1.433E+00
5.218E+02    2.556E-26    1.419E+00
5.248E+02    2.531E-26    1.405E+00
5.278E+02    2.506E-26    1.391E+00
5.309E+02    2.482E-26    1.378E+00
5.339E+02    2.458E-26    1.365E+00
5.370E+02    2.434E-26    1.351E+00
5.401E+02    2.411E-26    1.338E+00
5.433E+02    2.387E-26    1.326E+00
5.464E+02    2.364E-26    1.313E+00
5.495E+02    2.342E-26    1.300E+00
5.527E+02    2.319E-26    1.288E+00
5.559E+02    2.297E-26    1.276E+00
5.591E+02    2.275E-26    1.264E+00
5.623E+02    2.254E-26    1.252E+00
5.656E+02    2.233E-26    1.240E+00
5.689E+02    2.212E-26    1.228E+00
5.721E+02    2.191E-26    1.217E+00
5.754E+02    2.170E-26    1.205E+00
5.788E+02    2.150E-26    1.194E+00
5.821E+02    2.130E-26    1.183E+00
5.855E+02    2.110E-26    1.172E+00
5.888E+02    2.090E-26    1.161E+00
5.922E+02    2.071E-26    1.150E+00
5.957E+02    2.052E-26    1.140E+00
5.991E+02    2.033E-26    1.129E+00
6.026E+02    2.014E-26    1.119E+00
6.060E+02    1.996E-26    1.109E+00
6.095E+02    1.978E-26    1.098E+00
6.131E+02    1.960E-26    1.088E+00
6.166E+02    1.942E-26    1.079E+00
6.202E+02    1.924E-26    1.069E+00
6.237E+02    1.907E-26    1.059E+00
6.273E+02    1.890E-26    1.050E+00
6.310E+02    1.873E-26    1.040E+00
6.346E+02    1.856E-26    1.031E+00
6.383E+02    1.839E-26    1.022E+00
6.419E+02    1.823E-26    1.013E+00
6.457E+02    1.807E-26    1.004E+00
6.494E+02    1.791E-26    9.947E-01
6.531E+02    1.775E-26    9.859E-01
6.569E+02    1.759E-26    9.772E-01
6.607E+02    1.744E-26    9.686E-01
6.645E+02    1.728E-26    9.601E-01
6.683E+02    1.713E-26    9.517E-01
6.722E+02    1.698E-26    9.434E-01
6.761E+02    1.683E-26    9.352E-01
6.800E+02    1.669E-26    9.271E-01
6.839E+02    1.654E-26    9.191E-01
6.879E+02    1.640E-26    9.111E-01
6.918E+02    1.626E-26    9.033E-01
6.958E+02    1.612E-26    8.955E-01
6.998E+02    1.598E-26    8.879E-01
7.039E+02    1.584E-26    8.803E-01
7.079E+02    1.571E-26    8.729E-01
7.120E+02    1.558E-26    8.655E-01
7.161E+02    1.544E-26    8.582E-01
7.203E+02    1.531E-26    8.509E-01
7.244E+02    1.519E-26    8.438E-01
7.286E+02    1.506E-26    8.367E-01
7.328E+02    1.493E-26    8.297E-01
7.371E+02    1.481E-26    8.228E-01
7.413E+02    1.468E-26    8.160E-01
7.456E+02    1.456E-26    8.092E-01
7.499E+02    1.444E-26    8.025E-01
7.542E+02    1.432E-26    7.959E-01
7.586E+02    1.420E-26    7.893E-01
7.630E+02    1.409E-26    7.828E-01
7.674E+02    1.397E-26    7.764E-01
7.718E+02    1.386E-26    7.701E-01
7.762E+02    1.374E-26    7.638E-01
7.807E+02    1.363E-26    7.576E-01
7.852E+02    1.352E-26    7.514E-01
7.898E+02    1.341E-26    7.453E-01
7.943E+02    1.330E-26    7.392E-01
7.989E+02    1.319E-26    7.333E-01
8.035E+02    1.309E-26    7.273E-01
8.082E+02    1.298E-26    7.215E-01
8.128E+02    1.288E-26    7.157E-01
8.175E+02    1.277E-26    7.099E-01
8.222E+02    1.267E-26    7.042E-01
8.270E+02    1.257E-26    6.986E-01
8.318E+02    1.247E-26    6.930E-01
8.366E+02    1.237E-26    6.874E-01
8.414E+02    1.227E-26    6.819E-01
8.463E+02    1.217E-26    6.765E-01
8.511E+02    1.207E-26    6.711E-01
8.561E+02    1.198E-26    6.658E-01
8.610E+02    1.188E-26    6.605E-01
8.660E+02    1.179E-26    6.553E-01
8.710E+02    1.170E-26    6.501E-01
8.760E+02    1.160E-26    6.450E-01
8.810E+02    1.151E-26    6.400E-01
8.861E+02    1.142E-26    6.349E-01
8.913E+02    1.133E-26    6.300E-01
8.964E+02    1.124E-26    6.250E-01
9.016E+02    1.116E-26    6.202E-01
9.068E+02    1.107E-26    6.153E-01
9.120E+02    1.098E-26    6.105E-01
9.173E+02    1.090E-26    6.058E-01
9.226E+02    1.081E-26    6.011E-01
9.279E+02    1.073E-26    5.965E-01
9.333E+02    1.065E-26    5.919E-01
9.386E+02    1.057E-26    5.873E-01
9.441E+02    1.048E-26    5.828E-01
9.495E+02    1.040E-26    5.783E-01
9.550E+02    1.032E-26    5.739E-01
9.605E+02    1.025E-26    5.695E-01
9.661E+02    1.017E-26    5.652E-01
9.716E+02    1.009E-26    5.609E-01
9.772E+02    1.001E-26    5.566E-01
9.829E+02    9.938E-27    5.524E-01
9.886E+02    9.863E-27    5.483E-01
9.943E+02    9.788E-27    5.441E-01
1.000E+03    9.715E-27    5.400E-01
1.006E+03    9.642E-27    5.360E-01
1.012E+03    9.570E-27    5.320E-01
1.017E+03    9.498E-27    5.280E-01
1.023E+03    9.428E-27    5.241E-01
1.029E+03    9.358E-27    5.202E-01
1.035E+03    9.288E-27    5.164E-01
1.041E+03    9.220E-27    5.125E-01
1.047E+03    9.152E-27    5.088E-01
1.053E+03    9.084E-27    5.050E-01
1.059E+03    9.018E-27    5.013E-01
1.065E+03    8.952E-27    4.977E-01
1.072E+03    8.887E-27    4.940E-01
1.078E+03    8.822E-27    4.904E-01
1.084E+03    8.758E-27    4.869E-01
1.090E+03    8.694E-27    4.834E-01
1.096E+03    8.632E-27    4.799E-01
1.103E+03    8.569E-27    4.764E-01
1.109E+03    8.508E-27    4.730E-01
1.116E+03    8.447E-27    4.696E-01
1.122E+03    8.386E-27    4.662E-01
1.128E+03    8.327E-27    4.629E-01
1.135E+03    8.267E-27    4.596E-01
1.142E+03    8.209E-27    4.564E-01
1.148E+03    8.151E-27    4.531E-01
1.155E+03    8.093E-27    4.499E-01
1.161E+03    8.036E-27    4.468E-01
1.168E+03    7.980E-27    4.436E-01
1.175E+03    7.924E-27    4.405E-01
1.182E+03    7.868E-27    4.375E-01
1.189E+03    7.814E-27    4.344E-01
1.195E+03    7.759E-27    4.314E-01
1.202E+03    7.705E-27    4.284E-01
1.209E+03    7.652E-27    4.254E-01
1.216E+03    7.599E-27    4.225E-01
1.223E+03    7.546E-27    4.196E-01
1.230E+03    7.494E-27    4.167E-01
1.237E+03    7.443E-27    4.138E-01
1.245E+03    7.392E-27    4.110E-01
1.252E+03    7.341E-27    4.082E-01
1.259E+03    7.291E-27    4.054E-01
1.266E+03    7.242E-27    4.026E-01
1.274E+03    7.193E-27    3.999E-01
1.281E+03    7.144E-27    3.972E-01
1.288E+03    7.096E-27    3.945E-01
1.296E+03    7.049E-27    3.919E-01
1.303E+03    7.001E-27    3.893E-01
1.311E+03    6.955E-27    3.867E-01
1.318E+03    6.908E-27    3.841E-01
1.326E+03    6.862E-27    3.815E-01
1.334E+03    6.817E-27    3.790E-01
1.341E+03    6.772E-27    3.765E-01
1.349E+03    6.727E-27    3.740E-01
1.357E+03    6.683E-27    3.716E-01
1.365E+03    6.639E-27    3.691E-01
1.372E+03    6.595E-27    3.667E-01
1.380E+03    6.552E-27    3.643E-01
1.388E+03    6.510E-27    3.620E-01
1.396E+03    6.468E-27    3.596E-01
1.404E+03    6.426E-27    3.573E-01
1.413E+03    6.384E-27    3.550E-01
1.421E+03    6.343E-27    3.527E-01
1.429E+03    6.302E-27    3.504E-01
1.437E+03    6.262E-27    3.482E-01
1.445E+03    6.222E-27    3.459E-01
1.454E+03    6.182E-27    3.437E-01
1.462E+03    6.143E-27    3.416E-01
1.471E+03    6.104E-27    3.394E-01
1.479E+03    6.065E-27    3.373E-01
1.488E+03    6.027E-27    3.351E-01
1.496E+03    5.989E-27    3.330E-01
1.505E+03    5.952E-27    3.309E-01
1.514E+03    5.915E-27    3.289E-01
1.522E+03    5.878E-27    3.268E-01
1.531E+03    5.841E-27    3.248E-01
1.540E+03    5.805E-27    3.228E-01
1.549E+03    5.769E-27    3.208E-01
1.558E+03    5.734E-27    3.188E-01
1.567E+03    5.699E-27    3.169E-01
1.576E+03    5.664E-27    3.149E-01
1.585E+03    5.629E-27    3.130E-01
1.594E+03    5.595E-27    3.111E-01
1.603E+03    5.561E-27    3.092E-01
1.613E+03    5.527E-27    3.073E-01
1.622E+03    5.494E-27    3.055E-01
1.631E+03    5.461E-27    3.036E-01
1.641E+03    5.428E-27    3.018E-01
1.650E+03    5.395E-27    3.000E-01
1.660E+03    5.363E-27    2.982E-01
1.669E+03    5.331E-27    2.964E-01
1.679E+03    5.299E-27    2.947E-01
1.688E+03    5.268E-27    2.929E-01
1.698E+03    5.237E-27    2.912E-01
1.708E+03    5.206E-27    2.895E-01
1.718E+03    5.176E-27    2.878E-01
1.728E+03    5.145E-27    2.861E-01
1.738E+03    5.115E-27    2.844E-01
1.748E+03    5.085E-27    2.828E-01
1.758E+03    5.056E-27    2.811E-01
1.768E+03    5.027E-27    2.795E-01
1.778E+03    4.998E-27    2.779E-01
1.789E+03    4.969E-27    2.763E-01
1.799E+03    4.940E-27    2.747E-01
1.809E+03    4.912E-27    2.731E-01
1.820E+03    4.884E-27    2.716E-01
1.830E+03    4.856E-27    2.700E-01
1.841E+03    4.829E-27    2.685E-01
1.851E+03    4.801E-27    2.670E-01
1.862E+03    4.774E-27    2.655E-01
1.873E+03    4.747E-27    2.640E-01
1.884E+03    4.721E-27    2.625E-01
1.895E+03    4.694E-27    2.610E-01
1.905E+03    4.668E-27    2.596E-01
1.916E+03    4.642E-27    2.581E-01
1.928E+03    4.616E-27    2.567E-01
1.939E+03    4.591E-27    2.553E-01
1.950E+03    4.565E-27    2.539E-01
1.961E+03    4.540E-27    2.525E-01
1.972E+03    4.515E-27    2.511E-01
1.984E+03    4.490E-27    2.497E-01
1.995E+03    4.466E-27    2.483E-01
2.007E+03    4.442E-27    2.470E-01
2.018E+03    4.417E-27    2.456E-01
2.030E+03    4.393E-27    2.443E-01
2.042E+03    4.370E-27    2.430E-01
2.054E+03    4.346E-27    2.417E-01
2.065E+03    4.323E-27    2.404E-01
2.077E+03    4.299E-27    2.391E-01
2.089E+03    4.276E-27    2.378E-01
2.101E+03    4.254E-27    2.365E-01
2.113E+03    4.231E-27    2.353E-01
2.126E+03    4.208E-27    2.340E-01
2.138E+03    4.186E-27    2.328E-01
2.150E+03    4.164E-27    2.315E-01
2.163E+03    4.142E-27    2.303E-01
2.175E+03    4.120E-27    2.291E-01
2.188E+03    4.099E-27    2.279E-01
2.200E+03    4.077E-27    2.267E-01
2.213E+03    4.056E-27    2.255E-01
2.226E+03    4.035E-27    2.244E-01
2.239E+03    4.014E-27    2.232E-01
2.252E+03    3.993E-27    2.220E-01
2.265E+03    3.972E-27    2.209E-01
2.278E+03    3.952E-27    2.198E-01
2.291E+03    3.932E-27    2.186E-01
2.304E+03    3.911E-27    2.175E-01
2.317E+03    3.891E-27    2.164E-01
2.331E+03    3.872E-27    2.153E-01
2.344E+03    3.852E-27    2.142E-01
2.358E+03    3.832E-27    2.131E-01
2.371E+03    3.813E-27    2.120E-01
2.385E+03    3.794E-27    2.109E-01
2.399E+03    3.774E-27    2.099E-01
2.413E+03    3.755E-27    2.088E-01
2.427E+03    3.737E-27    2.078E-01
2.441E+03    3.718E-27    2.067E-01
2.455E+03    3.699E-27    2.057E-01
2.469E+03    3.681E-27    2.047E-01
2.483E+03    3.663E-27    2.037E-01
2.497E+03    3.644E-27    2.026E-01
2.512E+03    3.626E-27    2.016E-01
2.526E+03    3.608E-27    2.006E-01
2.541E+03    3.590E-27    1.997E-01
2.556E+03    3.573E-27    1.987E-01
2.570E+03    3.555E-27    1.977E-01
2.585E+03    3.538E-27    1.967E-01
2.600E+03    3.520E-27    1.957E-01
2.615E+03    3.503E-27    1.948E-01
2.630E+03    3.486E-27    1.938E-01
2.645E+03    3.469E-27    1.929E-01
2.661E+03    3.452E-27    1.920E-01
2.676E+03    3.435E-27    1.910E-01
2.692E+03    3.419E-27    1.901E-01
2.707E+03    3.402E-27    1.892E-01
2.723E+03    3.386E-27    1.883E-01
2.738E+03    3.369E-27    1.874E-01
2.754E+03    3.353E-27    1.865E-01
2.770E+03    3.337E-27    1.856E-01
2.786E+03    3.321E-27    1.847E-01
2.802E+03    3.305E-27    1.838E-01
2.818E+03    3.289E-27    1.829E-01
2.835E+03    3.274E-27    1.820E-01
2.851E+03    3.258E-27    1.812E-01
2.867E+03    3.243E-27    1.803E-01
2.884E+03    3.227E-27    1.795E-01
2.901E+03    3.212E-27    1.786E-01
2.917E+03    3.197E-27    1.778E-01
2.934E+03    3.182E-27    1.769E-01
2.951E+03    3.167E-27    1.761E-01
2.968E+03    3.152E-27    1.753E-01
2.985E+03    3.137E-27    1.744E-01
3.003E+03    3.122E-27    1.736E-01
3.020E+03    3.108E-27    1.728E-01
3.037E+03    3.093E-27    1.720E-01
3.055E+03    3.079E-27    1.712E-01
3.073E+03    3.064E-27    1.704E-01
3.090E+03    3.050E-27    1.696E-01
3.108E+03    3.036E-27    1.688E-01
3.126E+03    3.022E-27    1.680E-01
3.144E+03    3.008E-27    1.673E-01
3.162E+03    2.994E-27    1.665E-01
3.181E+03    2.980E-27    1.657E-01
3.199E+03    2.966E-27    1.650E-01
3.217E+03    2.953E-27    1.642E-01
3.236E+03    2.939E-27    1.634E-01
3.255E+03    2.926E-27    1.627E-01
3.273E+03    2.912E-27    1.619E-01
3.292E+03    2.899E-27    1.612E-01
3.311E+03    2.886E-27    1.605E-01
3.330E+03    2.872E-27    1.597E-01
3.350E+03    2.859E-27    1.590E-01
3.369E+03    2.846E-27    1.583E-01
3.388E+03    2.833E-27    1.576E-01
3.408E+03    2.820E-27    1.568E-01
3.428E+03    2.808E-27    1.561E-01
3.447E+03    2.795E-27    1.554E-01
3.467E+03    2.782E-27    1.547E-01
3.487E+03    2.770E-27    1.540E-01
3.508E+03    2.757E-27    1.533E-01
3.528E+03    2.745E-27    1.526E-01
3.548E+03    2.732E-27    1.519E-01
3.569E+03    2.720E-27    1.512E-01
3.589E+03    2.708E-27    1.506E-01
3.610E+03    2.695E-27    1.499E-01
3.631E+03    2.683E-27    1.492E-01
3.652E+03    2.671E-27    1.485E-01
3.673E+03    2.659E-27    1.479E-01
3.694E+03    2.647E-27    1.472E-01
3.715E+03    2.635E-27    1.465E-01
3.737E+03    2.624E-27    1.459E-01
3.758E+03    2.612E-27    1.452E-01
3.780E+03    2.600E-27    1.446E-01
3.802E+03    2.588E-27    1.439E-01
3.824E+03    2.577E-27    1.433E-01
3.846E+03    2.565E-27    1.427E-01
3.868E+03    2.554E-27    1.420E-01
3.890E+03    2.543E-27    1.414E-01
3.913E+03    2.531E-27    1.408E-01
3.936E+03    2.520E-27    1.401E-01
3.958E+03    2.509E-27    1.395E-01
3.981E+03    2.498E-27    1.389E-01
4.004E+03    2.486E-27    1.383E-01
4.027E+03    2.475E-27    1.376E-01
4.050E+03    2.464E-27    1.370E-01
4.074E+03    2.453E-27    1.364E-01
4.097E+03    2.442E-27    1.358E-01
4.121E+03    2.432E-27    1.352E-01
4.145E+03    2.421E-27    1.346E-01
